title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
高端黄金牙刷，成人竹炭刷毛，柔软刷毛,,￥9-￥99,https://img.kwcdn.com/product/fancy/736f5281-cf01-4538-a3e6-a5f55020c42a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
两支中等硬度刷毛牙刷，中等硬度，螺旋刷毛，高密度刷毛，不会损伤牙齿，用于清洁，情人节礼物，成人手动牙刷,,￥9-￥99,https://img.kwcdn.com/product/fancy/8f209b3f-d47a-4df2-a7ef-da43e377420e.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
智能电动牙刷，6种模式带智能定时器 - 有效清洁牙齿和牙龈，USB充电式电动牙刷，配备8个可替换刷头，1个旅行盒，成人声波电动牙刷，4种颜色可选,,￥9-￥99,https://img.kwcdn.com/product/fancy/df8cc845-48c5-41cb-bf78-48c437f37d04.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
超柔软宽头三毛牙刷，适用于敏感牙齿和牙龈，深度清洁，是旅行和父亲节礼物的理想之选，2支装。,,￥9-￥99,https://img.kwcdn.com/product/fancy/9f7353f1-f6be-4b7e-ae32-bcea46117a04.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
200支柔软硅胶牙间刷，薄荷清新香型 - 温和呵护口腔，多色人体工学手柄，精细聚丙烯刷毛，含收纳盒，清洁牙菌斑，维护牙龈健康，便捷设计 | 耐用聚丙烯刷毛，牙套专用牙线,,￥9-￥99,https://img.kwcdn.com/product/fancy/cffa2092-37a7-4613-bd3a-703d88f02712.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
22件装电动牙刷充电站清洁垫 - 保持充电器清洁卫生,,￥9-￥99,https://img.kwcdn.com/product/fancy/87f5c0ec-81dc-4446-88a7-fe8b2116fcb0.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支装软毛牙刷，带防滑软垫底座和圆形吸盘手柄 - 温和呵护牙龈，适合出牙期、旅行使用 - 软毛（塑料）,,￥9-￥99,https://img.kwcdn.com/product/fancy/b9fd2945-b6eb-4e7d-a25d-20ca5ca35ac4.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
软毛牙刷，适合6-12岁儿童，10支装可爱卡通兔子造型手动牙刷，适用于中大型牙齿，居家口腔护理,,￥9-￥99,https://img.kwcdn.com/product/fancy/b7f64c9e-963a-40f3-9d44-44d1dcd31f2a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
便携式自动牙线收纳盒牙线棒牙签牙齿清洁棒居家旅行口腔卫生护理,,￥9-￥99,https://img.kwcdn.com/product/open/2024-10-08/1728371710613-bdf1d1761b574a5f90c1cbf1cefaa362-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
宠物牙刷、牙刷、新生儿舌刮器、口腔护理刷具套装、宠物牙刷、一支牙刷、一个舌刮器、一支透明指套牙刷、一支纳米银指套牙刷，4件套,,￥9-￥99,https://img.kwcdn.com/product/fancy/62630318-8504-4b0d-938e-891046bf542e.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
一套两支装的软毛手动牙刷，专为情侣设计，采用创意心形刷毛，颜色分别为深蓝色和玫瑰红，是完美的结婚礼物，也方便情侣旅行使用。,,￥9-￥99,https://img.kwcdn.com/product/fancy/564e4278-2023-463e-9fc1-b20c8bb54c9f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
单支装和三支装，软毛牙刷，适合3-6岁儿童，家用超软刷毛，可爱卡通长颈鹿手动牙刷，可站立式小刷头，背面带舌刮器,,￥9-￥99,https://img.kwcdn.com/product/fancy/e7ced9fe-d479-4345-9a9c-6ee57e5511cf.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
42支装儿童口腔清洁棒 - 温和一次性牙刷和舌苔清洁纱布，柔软刷毛，安全呵护口腔卫生，中性儿童牙齿护理,,￥9-￥99,https://img.kwcdn.com/product/fancy/2713b0fb-d2bf-450e-83cd-57b313d4d800.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
10支装（颜色随机）成人手动刷毛牙刷，便携式牙刷，居家旅行两用,,￥9-￥99,https://img.kwcdn.com/product/fancy/c54ea967-ffef-4e04-bb05-b75dfc2e6a6b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2个可爱牙刷收纳盒旅行装，草莓造型，粉色白色设计元素，适合家庭浴室、宿舍、酒店、工作室使用，方便旅行携带。,,￥9-￥99,https://img.kwcdn.com/product/fancy/db32cabf-5eef-4b0f-a36b-a55b1140f088.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
5支装可折叠旅行牙刷，软毛刷毛 - 便携独立包装，适合露营、旅行和居家使用，尼龙刷毛，露营必备 | 小巧牙刷 | 耐用牙刷（颜色随机）,,￥9-￥99,https://img.kwcdn.com/product/open/bfb060f4c20542c784248dc70018ff57-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
欧式假牙盒，假牙清洁盒，用于清洁假牙，假牙模型收纳盒，假牙牙刷，假牙清洁,,￥9-￥99,https://img.kwcdn.com/product/fancy/754f5a7d-c936-44ec-8152-1b49f367c845.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1套牙刷套装，含3个硅胶舌苔清洁器、360°旋转牙刷、软毛牙刷及刷架，口腔护理必备牙刷,,￥9-￥99,https://img.kwcdn.com/product/fancy/ab253dde-f995-43e3-ba53-969f716cb049.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
100支装软尼龙竹制牙刷 - 全尺寸刷头，符合人体工学设计，适合商务旅行，男女通用,,￥9-￥99,https://img.kwcdn.com/product/fancy/c2ae60b8-3312-4b6c-ae99-3be467f51a5c.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3支装红、绿、黄三色成人手动折叠旅行牙刷，中软刷毛，超细纤维材质，无香型，便携易清洁难以触及的部位，一体式刷头保护罩，防滑手柄，适合居家及户外活动,,￥9-￥99,https://img.kwcdn.com/product/fancy/debccbd1-23ec-43c0-952c-17ba21ab232e.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
随机10支装，多种颜色可选，成人手动牙刷，温和舒适，男女通用，硬毛刷毛，深度清洁,,￥9-￥99,https://img.kwcdn.com/product/fancy/198e2c03-14e8-4b5c-bb07-a79e66490bf7.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
两支装软毛牙刷套装，超柔软圆形刷头，多巴胺色彩系列，防滑手柄，随机颜色包装,,￥9-￥99,https://img.kwcdn.com/product/fancy/0ccf2b7b-3875-4fe3-8008-6231ac48bcbb.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
单支装牙刷，包含牙间刷、牙线刷和手动牙刷。刷头长1.8厘米。小巧的刷头可清洁牙缝，进行牙间清洁。柔软的刷毛也可用于清洁牙套。,,￥9-￥99,https://img.kwcdn.com/product/fancy/9c1aea14-6b82-4731-820c-907e452c8f94.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
5支装日本宽头软毛牙刷，双层植入式超细纤维刷毛，适合成人、家庭和情侣使用,,￥9-￥99,https://img.kwcdn.com/product/open/2024-09-22/1726993107408-5cb4b057003140bd9f2859b9e23ef9ff-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
彩色彩虹软毛牙刷，5支装、7支装或10支装可选，刷毛软硬适中，适合成人使用，是情侣、学生及家庭日常使用的理想之选。（颜色随机）,,￥9-￥99,https://img.kwcdn.com/product/fancy/f1641eaf-1be8-4bbd-8682-6d76e689cdaa.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4支装便携式折叠软毛牙刷套装，刷毛柔软，材质耐用，是露营、徒步旅行和背包旅行的理想之选，旅行必备。,,￥9-￥99,https://img.kwcdn.com/product/fancy/64139df4-2260-43df-911b-0d3391659316.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1/3套-软毛情侣牙刷，宽毛刷头，温和清洁，时尚美观，是口腔护理的理想之选,,￥9-￥99,https://img.kwcdn.com/product/open/e677d1f41d0247a09245a522f403e625-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3支装旅行牙刷，黑色折叠便携牙刷，专为露营旅行设计，软硬尼龙刷毛材质，便携式碳黑牙刷,,￥9-￥99,https://img.kwcdn.com/product/fancy/6855e01e-f995-48fb-bb84-4ad3b37d9a7d.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
两支优质软毛牙刷 | 家用温和刷毛牙刷 | 成人牙刷 | 手动牙刷 | 专为成人设计 | 硅胶手柄 | 口腔卫生牙刷,,￥9-￥99,https://img.kwcdn.com/product/open/757fb81be0204e57b5595f72a936ad1c-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
旅行洗漱收纳盒 | 采用耐用的PP材质，防摔抗摔，饰有可爱的粉色爱心贴片，时尚美观。内含可拆卸杯子，方便存放牙膏、梳子、剃须刀和其他洗漱用品。,,￥9-￥99,https://img.kwcdn.com/product/open/6e3ee95cc9074b7eb9200f21a81faac4-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于 Oral-B 电动牙刷的替换刷头 - 柔软耐用的替换刷头，提升口腔护理体验，24 个装，兼容 Oral-B 1000/9600/3757/500/3000/8000/7500/7000/Pro 型号。,,￥9-￥99,https://img.kwcdn.com/product/fancy/e1e9db2a-b129-4fbe-a5bf-d2e08a3232bd.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
四件装电动牙刷头保护套，内置通风孔，确保牙刷头通风干燥，减少异味。创意时尚牙刷头保护套，牙刷保护盒。轻巧必备。,,￥9-￥99,https://img.kwcdn.com/product/fancy/2cb56d47-06e7-4bef-80dc-4942bf33ba59.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2/4支装豪华牙刷套装 - 符合人体工学设计，深层清洁，温和呵护牙龈，适合情侣日常使用，亦可作为节日礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/03befb36-71e8-44a5-9488-9610a000a2ac.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1/5/10支装软毛牙刷，天然高品质手动牙刷，刷毛柔软，呵护牙龈，深度清洁口腔，日常口腔护理,,￥9-￥99,https://img.kwcdn.com/product/open/6459de91bd814115a195475cf510977e-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
水彩花卉字母系列牙刷架，便携式可拆卸防尘旅行牙膏盒，露营洗漱杯，多功能防水收纳盒，户外洗漱杯，防漏收纳容器，口腔护理用品,,￥9-￥99,https://img.kwcdn.com/product/fancy/2f7c251b-3cc6-4058-ae1c-628b2a85e109.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
阿拉伯植物牙签（Miswak）传统牙齿清洁工具，也可作牙刷使用。,,￥9-￥99,https://img.kwcdn.com/product/fancy/15d6d18b-7bfa-4a93-b21b-f935c0746ee6.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3-6支装家庭装超细纤维刷毛手动牙刷，超柔软高密度刷毛，温和呵护牙龈，适合成人及男女手动清洁，颜色随机,,￥9-￥99,https://img.kwcdn.com/product/open/7ef53b1256be43adbbadd3849211d37a-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
8支装牙刷，超柔软刷毛，呵护敏感牙龈，卡通图案，适合3-6岁儿童口腔护理，小刷头深度清洁，手动牙刷，日常居家口腔卫生护理，送礼佳品，蓝色、黄色、粉色可选,,￥9-￥99,https://img.kwcdn.com/product/fancy/ca4002a5-4003-4cfd-998b-503a3de049c2.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支高档柔软聚丙烯手动牙刷，独立包装，温和保护牙龈，符合人体工学设计，有效清洁牙垢，刷牙舒适，是居家口腔护理的必备品，时尚耐用的刷头，适合日常刷牙。,,￥9-￥99,https://img.kwcdn.com/product/fancy/b9ea5e51-2862-47b4-a4cd-8319a786c3ef.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
10/20 竹制牙刷，包装竹制牙刷，便携式牙刷，旅行必备,,￥9-￥99,https://img.kwcdn.com/product/fancy/bb9f8180-0e03-4584-978e-3b895ea3a595.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2个酷炫越野车造型牙刷夹旅行牙刷套装，含防尘牙刷套，适合居家旅行,,￥9-￥99,https://img.kwcdn.com/product/fancy/8b923222-57cd-4039-afae-9d23c53a7fc5.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
半支装，三种颜色可选（黑色、蓝色、粉色），成人舌刮器，采用高密度、细腻柔软的粘合剂，温和不伤味蕾，保护口腔卫生。是户外活动的必备清洁工具。,,￥9-￥99,https://img.kwcdn.com/product/fancy/110c5bc4-912c-4be4-b1cd-aecbc043bd0a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
【12个装】防尘牙刷套，卫生无菌牙刷头保护套，无香便携旅行盒，适用于电动牙刷和手动牙刷，散装，口腔护理（颜色随机）,,￥9-￥99,https://img.kwcdn.com/product/open/1cab6eaaa21c46b8a00e8f5a81019436-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
12支装人体工学手动牙刷套装，配备三面刷头、金色火山灰刷毛和柔软握柄 - 适合成人使用。牙刷颜色随机。,,￥9-￥99,https://img.kwcdn.com/product/fancy/f02c9f10-4ed1-40f5-a10a-875a5cbcc8a2.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
7件套透明牙刷架，情侣款，可爱牙刷夹。颜色：蓝色、紫色、橙色、白色、绿色、红色、黑灰色。七色组合套装。适用于户外、居家和浴室。保护牙刷头。,,￥9-￥99,https://img.kwcdn.com/product/fancy/8d357a28-1790-4872-a388-dd05d29a0bb9.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
8/15个带透气孔的假牙盒，颜色随机，配有安全密封盖，适用于透明矫正器和夜间护齿器，多种夜间防护假牙收纳盒，独立密封。,,￥9-￥99,https://img.kwcdn.com/product/fancy/cd855f14-883d-4f12-899c-147cd93e4ca9.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
一次性牙刷套装，有48支装、24支装和12支装可选。方便实用的金色牙刷，刷毛柔软，独立包装。是成人口腔卫生的理想之选，也是商务旅行、休闲度假和户外探险的必备良品。,,￥9-￥99,https://img.kwcdn.com/product/open/9cf309dd153c4aeab9f830cfb9552f2a-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
5个牙刷防尘盖，兼容博朗替换刷头和IO系列电动牙刷刷头保护套（颜色随机）,,￥9-￥99,https://img.kwcdn.com/product/open/002ba1ba44ed41d4b99c4bca209d454e-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1个便携式旅行收纳盒，适用于电动牙刷和化妆刷 - 耐用、无异味网状收纳盒，防污，方便存放,,￥9-￥99,https://img.kwcdn.com/product/open/299392e14e9d4579b3af4bdee787cbf0-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
8-12-20个装旋转电动牙刷替换刷头套装，专为深度清洁而设计，黑色，适合学生/女性/男性/情侣使用,,￥9-￥99,https://img.kwcdn.com/product/fancy/31b313d9-c61b-4640-9262-a07be00ec219.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
塑料电动牙刷套，刷头保护套，便携式牙刷头收纳盒，可重复使用，防尘，适合旅行、露营、居家、学校使用，牙刷架，牙刷套，旅行配件，返校用品,,￥9-￥99,https://img.kwcdn.com/product/open/a837159aa0df4edc80ec45985d0f9c59-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4个装 Oral-B 替换牙刷头，适用于 Oral-B 专业电动牙刷，替换刷头 Pro 500/1000/1500/3000/3757/5000/7000/7500/8000,,￥9-￥99,https://img.kwcdn.com/product/fancy/f41f54ee-d4f4-4277-ae90-cfa53226aee1.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
15个装塑料牙刷盒便携旅行牙刷套保护套随机颜色牙刷盒支架，适用于室内外旅行、居家露营、学校等场合。,,￥9-￥99,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/8c883c99292ee7bc5b0d7ed6aa404b90.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
奢华黑金双峰凹面设计牙刷，超柔软刷毛，符合人体工学的防滑手柄，保护牙龈，小巧便携，礼盒包装，呵护牙龈，外观精致，刷毛优质。,,￥9-￥99,https://img.kwcdn.com/product/fancy/7f265f2b-afb5-4b53-943c-7d3a2bb5afcc.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
